_id,chapter,questionId,question_text,subject,subtopic,year
jh7ebz5d490gd6w5d7srpk63es7symss,Programming and Data Structures,2019-cs-set-2-q.26,"Consider the following C function.
void convert(int n){
    if(n<0)
        printf(""%d"",n);
    else {
        convert(n/2);
        printf(""%d"",n%2);
    }
}
Which one of the following will happen when the function convert is called with any positive integer n as argument?",Programming and Data Structures,Recursion.,2019
jh7cpfek1rq6rf3vspeks5wjcd7syf2c,Programming and Data Structures,2019-cs-set-2-q.27,"Consider the following C program:
#include <stdio.h>
int r(){
    static int num=7;
    return num--;
}
int main(){
    for (r();r();r())
        printf(""%d"",r());
    return 0;
}
Which one of the following values will be displayed on execution of the programs?",Programming and Data Structures,Programming in C.,2019
jh70zgk49qh1qna0fkpr2pv7b57sytd4,Computer Networks,2019-cs-set-2-q.28,"Consider three machines M, N, and P with IP addresses 100.10.5.2, 100.10.5.5, and 100.10.5.6 respectively. The subnet mask is set to 255.255.255.252 for all the three machines. Which one of the following is true?",Computer Networks,"Fragmentation and IP addressing, IPv4, CIDR notation, Basics of IP support protocols (ARP, DHCP, ICMP), Network Address Translation (NAT);",2019
jh7e6r2zfzbe3sg4vye2hgtkan7sz831,Computer Networks,2019-cs-set-2-q.29,"Suppose that in an IP-over-Ethernet network, a machine X wishes to find the MAC address of another machine Y in its subnet. Which one of the following techniques can be used for this?",Computer Networks,"Fragmentation and IP addressing, IPv4, CIDR notation, Basics of IP support protocols (ARP, DHCP, ICMP), Network Address Translation (NAT);",2019
jh77tmb0fr60sretr0kw4378y57szqew,General Aptitude,2019-ga-set-6-q.3,Two cars start at the same time from the same location and go in the same direction. The speed of the first car is 50 km/h and the speed of the second car is 60 km/h. The number of hours it takes for the distance between the two cars to be 20 km is ______.,General Aptitude,"OTHER: Speed, Distance and Time",2019
jh7a733fd7mmfjgebawssjwvt17szh2k,General Aptitude,2019-cs-set-2-q.3,Which one of the following kinds of derivation is used by LR parsers?,General Aptitude,"OTHER: Speed, Distance and Time",2019
jh78eept98ff0mvenhfbn8mnmn7sy976,Digital Logic,2019-cs-set-2-q.30,"Consider three 4-variable functions f₁, f₂, and f₃, which are expressed in sum-of-minterms as
f₁ = Σ (0, 2, 5, 8, 14),   f₂ = Σ (2, 3, 6, 8, 14, 15),   f₃ = Σ (2, 7, 11, 14)
For the following circuit with one AND gate and one XOR gate, the output function f can be expressed as:",Digital Logic,Combinational and sequential circuits.,2019
jh72xgdpsyb69wp4cmw3jgchss7sytgy,Theory of Computation,2019-cs-set-2-q.31,"Which one of the following languages over Σ = {a,b} is NOT context-free?",Theory of Computation,"Regular and context-free languages, pumping lemma.",2019
jh7fwmen25cvq2f7nb7rf1zr1h7sy53d,Databases,2019-cs-set-2-q.32,"Let the set of functional dependencies F = {QR → S, R → P, S → Q} hold on a relation schema X = (PQRS). X is not in BCNF. Suppose X is decomposed into two schemas Y and Z, where Y = (PR) and Z = (QRS).
Consider the two statements given below.
I. Both Y and Z are in BCNF
II. Decomposition of X into Y and Z is dependency preserving and lossless
Which of the above statements is/are correct?",Databases,"Integrity constraints, normal forms.",2019
jh7etq3n2sqg00rtbs6n46vsbh7sy79x,Operating System,2019-cs-set-2-q.33,"Assume that in a certain computer, the virtual addresses are 64 bits long and the physical addresses are 48 bits long. The memory is word addressible. The page size is 8 kB and the word size is 4 bytes. The Translation Look-aside Buffer (TLB) in the address translation path has 128 valid entries. At most how many distinct virtual addresses can be translated without any TLB miss?",Operating System,Memory management and virtual memory.,2019
jh731nmv7x2eg8wqvsbmceegkh7szdg5,Theory of Computation,2019-cs-set-2-q.34,"Consider the following sets:
S1. Set of all recursively enumerable languages over the alphabet {0,1}
S2. Set of all syntactically valid C programs
S3. Set of all languages over the alphabet {0,1}
S4. Set of all non-regular languages over the alphabet {0,1}
Which of the above sets are uncountable?",Theory of Computation,Turing machines and undecidability.,2019
jh7cpn48cmkqeaw23jrvsh4yqh7szkpg,Discrete Mathematics,2019-cs-set-2-q.35,"Consider the first order predicate formula φ:
∀x [(∀z z|x ⇒ ((z = x) ∨ (z = 1))) ⇒ ∃w (w > x) ∧ (∀z z|w ⇒ ((w = z) ∨ (z = 1)))]
Here 'a|b' denotes that 'a divides b', where a and b are integers. Consider the following sets:
S1. {1,2,3, ..., 100}
S2. Set of all positive integers
S3. Set of all integers
Which of the above sets satisfy φ?",Engineering Mathematics,Propositional and first order logic.,2019
jh7dkxvmftjfrf77c2jv1p7dgx7synns,Compiler Design,2019-cs-set-2-q.36,"Consider the following grammar and the semantic actions to support the inherited type declaration attributes. Let X₁, X₂, X₃, X₄, X₅, and X₆ be the placeholders for the non-terminals D, T, L or L₁ in the following table:
[Table of production rules and semantic actions]
Which one of the following are the appropriate choices for X₁, X₂, X₃ and X₄?",Compiler Design,"Lexical analysis, parsing, syntax-directed translation.",2019
jh72avcqazne5zx7jdgx3bgfr57sy1e0,Algorithms,2019-cs-set-2-q.37,"There are n unsorted arrays: A₁, A₂, ..., Aₙ. Assume that n is odd. Each of A₁, A₂, ..., Aₙ contains n distinct elements. There are no common elements between any two arrays. The worst-case time complexity of computing the median of the medians of A₁, A₂, ..., Aₙ is",Algorithms,Asymptotic worst case time and space complexity.,2019
jh71qab0bkhmy4e2w6sc5wwmcn7sz5mb,Algorithms,2019-cs-set-2-q.38,"Let G be any connected, weighted, undirected graph.
I. G has a unique minimum spanning tree, if no two edges of G have the same weight.
II. G has a unique minimum spanning tree, if, for every cut of G, there is a unique minimum-weight edge crossing the cut.
Which of the above two statements is/are TRUE?",Algorithms,"Graph traversals, minimum spanning trees, shortest paths.",2019
jh77ehjjm5exxnvm25wt782q097syb4h,Operating System,2019-cs-set-2-q.39,"Consider the following snapshot of a system running n concurrent processes. Process i is holding Xᵢ instances of a resource R, 1 ≤ i ≤ n. Assume that all instances of R are currently in use. Further, for all i, process i can place a request for at most Yᵢ additional instances of R while holding the Xᵢ instances it already has. Of the n processes, there are exactly two processes p and q such that Yₚ = Yₑ = 0. Which one of the following conditions guarantees that no other process apart from p and q can complete execution?",Operating System,Deadlock.,2019
jh7dfmvw2yzg1gr8075pc48das7syffh,General Aptitude,2019-ga-set-6-q.4,"Ten friends planned to share equally the cost of buying a gift for their teacher. When two of them decided not to contribute, each of the other friends had to pay Rs 150 more. The cost of the gift was Rs. ______.",General Aptitude,OTHER: Arithmetic,2019
jh79wf8baykancx2spn0efm8kd7sz4bg,General Aptitude,2019-cs-set-2-q.4,"In 16-bit 2’s complement representation, the decimal number –28 is:",General Aptitude,OTHER: Arithmetic,2019
jh7a6dx9245fc5y8xqt44xf5sh7sz31g,Programming and Data Structures,2019-cs-set-2-q.40,"Consider the following statements:
I. The smallest element in a max-heap is always at a leaf node
II. The second largest element in a max-heap is always a child of the root node
III. A max-heap can be constructed from a binary search tree in O(n) time
IV. A binary search tree can be constructed from a max-heap in O(n) time
Which of the above statements are TRUE?",Programming and Data Structures,"Arrays, stacks, queues, linked lists, trees, binary search trees, binary heaps, graphs.",2019
jh7dnnk6fm39gxrwvsfknzekes7symf0,Operating System,2019-cs-set-2-q.41,"Consider the following four processes with arrival times (in milliseconds) and their length of CPU bursts (in milliseconds) as shown below:
[Table with process data]
These processes are run on a single processor using preemptive Shortest Remaining Time First scheduling algorithm. If the average waiting time of the processes is 1 millisecond, then the value of Z is ______.",Operating System,CPU and I/O scheduling.,2019
jh7a6hqzwrtyzme26kqycf2sxd7szqjr,Operating System,2019-cs-set-2-q.42,"The index node (inode) of a Unix-like file system has 12 direct, one single-indirect and one double-indirect pointers. The disk block size is 4 kB, and the disk block address is 32-bits long. The maximum possible file size is (rounded off to 1 decimal place) ______ GB.",Operating System,File systems.,2019
jh773jzpcjq0rpnjqh6pxg73eh7szeqs,Compiler Design,2019-cs-set-2-q.43,"Consider the augmented grammar given below:
S' → S
S → (L) | id
L → L,S | S
Let I₀ = CLOSURE ({[S' → •S]}). The number of items in the set GOTO (I₀, () is:",Compiler Design,"Lexical analysis, parsing, syntax-directed translation.",2019
jh73x4hz05da6an162a0eq2mgx7szand,Linear Algebra,2019-cs-set-2-q.44,"Consider the following matrix:
R = [[1, 2, 4, 8], [1, 3, 9, 27], [1, 4, 16, 64], [1, 5, 25, 125]]
The absolute value of the product of Eigen values of R is ______.",Engineering Mathematics,"Matrices, determinants, system of linear equations, eigenvalues and eigenvectors, LU decomposition.",2019
jh76p9bcwm3kbmwf7zffm4v7457sy0av,Computer Organization and Architecture,2019-cs-set-2-q.45,"A certain processor deploys a single-level cache. The cache block size is 8 words and the word size is 4 bytes. The memory system uses a 60-MHz clock. To service a cache miss, the memory controller first takes 1 cycle to accept the starting address of the block, it then takes 3 cycles to fetch all the eight words of the block, and finally transmits the words of the requested block at the rate of 1 word per cycle. The maximum bandwidth for the memory system when the program running on the processor issues a series of read operations is ______ × 10⁶ bytes/sec.",Computer Organization and Architecture,"Memory hierarchy: cache, main memory and secondary storage; I/O interface (interrupt and DMA mode).",2019
jh77zadh46aazv3v889yz8pfj57szejd,Algorithms,2019-cs-set-2-q.46,"Let T be a full binary tree with 8 leaves. (A full binary tree has every level full.) Suppose two leaves a and b of T are chosen uniformly and independently at random. The expected value of the distance between a and b in T (i.e., the number of edges in the unique path between a and b) is (rounded off to 2 decimal places) ______.",Algorithms,"Graph traversals, minimum spanning trees, shortest paths.",2019
jh7c6kp4t9tf3dyd68m11vgqcx7sydjw,Probability and Statistics,2019-cs-set-2-q.47,"Suppose Y is distributed uniformly in the open interval (1,6). The probability that the polynomial 3x² + 6xY + 3Y + 6 has only real roots is (rounded off to 1 decimal place) ______.",Engineering Mathematics,"Random variables, Uniform, normal, exponential, Poisson and binomial distributions.",2019
jh77qdpf0qzmn7an9n3wkmx2h97syv2n,Theory of Computation,2019-cs-set-2-q.48,"Let Σ be the set of all bijections from {1, ..., 5} to {1, ..., 5}, where id denotes the identity function, i.e. id(j) = j, ∀j. Let ○ denote composition on functions. For a string x = x₁ x₂ ... xₙ ∈ Σⁿ, n ≥ 0, let π(x) = x₁ ○ x₂ ○ ... ○ xₙ. Consider the language L = {x ∈ Σ*| π(x) = id }. The minimum number of states in any DFA accepting L is ______.",Theory of Computation,Regular expressions and finite automata.,2019
jh77yzh0srcyhh4gnh29m4wczx7sye4v,Computer Networks,2019-cs-set-2-q.49,Consider that 15 machines need to be connected in a LAN using 8-port Ethernet switches. Assume that these switches do not have any separate uplink ports. The minimum number of switches needed is ______.,Computer Networks,"Data link layer: framing, error detection, Medium Access Control, Ethernet bridging;",2019
jh73rhyxp24fanww7yawec3njs7sy9p6,General Aptitude,2019-ga-set-6-q.5,A court is to a judge as ______ is to a teacher.,General Aptitude,OTHER: Analogy,2019
jh79v5f7asx6j1ahh053nbdm0s7szay9,General Aptitude,2019-cs-set-2-q.5,"Let U = {1,2, ..., n}. Let A = {(x, X)|x ∈ X, X ⊆ U}. Consider the following two statements on |A|.
I. |A| = n2^(n-1)
II. |A| = Σ (from k=1 to n) k(n choose k)
Which of the above statements is/are TRUE?",General Aptitude,OTHER: Analogy,2019
jh79swpvj9wd3f1xkw2593yk3d7sz0dh,Digital Logic,2019-cs-set-2-q.50,"What is the minimum number of 2-input NOR gates required to implement a 4-variable function expressed in sum-of-minterms form as f = Σ (0, 2, 5, 7, 8, 10, 13, 15)? Assume that all the inputs and their complements are available. Answer: ______.",Digital Logic,Minimization.,2019
jh7f0q6t8nrc9scb746am4f4j97syner,Databases,2019-cs-set-2-q.51,"A relational database contains two tables Student and Performance as shown below:
[Student table] [Performance Table]
The primary key of the Student table is Roll_no. For the Performance table, the columns Roll_no. and Subject_code together form the primary key. Consider the SQL query given below:
SELECT S.Student_name, sum(P.Marks)
FROM Student S, Performance P
WHERE P.Marks > 84
GROUP BY S.Student_name;
The number of rows returned by the above SQL query is ______.",Databases,"Relational model: relational algebra, tuple calculus, SQL.",2019
jh7emwbtz5jnpf3pyvpss0jshh7szxqb,Programming and Data Structures,2019-cs-set-2-q.52,"Consider the following C program:
#include <stdio.h>
int main(){
    float sum = 0.0, j = 1.0, i = 2.0;
    while (i/j > 0.0625){
        j = j + j;
        sum = sum + i/j;
        printf(""%f\n"", sum);
    }
    return 0;
}
The number of times the variable sum will be printed, when the above program is executed, is ______.",Programming and Data Structures,Programming in C.,2019
jh721w7ch2721dck5xkhdrsf6x7syfwn,Programming and Data Structures,2019-cs-set-2-q.53,"Consider the following C program:
#include <stdio.h>
int main()
{
    int a[] = {2, 4, 6, 8, 10};
    int i, sum = 0, *b = a + 4;
    for (i = 0; i < 5; i++)
        sum = sum + (*b - i) - *(b - i);
    printf (""%d\n"", sum);
    return 0;
}
The output of the above C program is ______.",Programming and Data Structures,Programming in C.,2019
jh7ckwffdrnpndyjk0r3rvpyes7szjxw,Discrete Mathematics,2019-cs-set-2-q.54,"In an RSA cryptosystem, the value of the public modulus parameter n is 3007. If it is also known that φ(n) = 2880, where φ() denotes Euler’s Totient Function, then the prime factor of n which is greater than 50 is ______.",Engineering Mathematics,OTHER: Number Theory,2019
jh773ae03ph357rb8ezb1eseps7sz585,Databases,2019-cs-set-2-q.55,"Consider the following relations P(X,Y,Z), Q(X,Y,T) and R(Y,V).
[P, Q, R tables]
How many tuples will be returned by the following relational algebra query?
Πₓ(σ(P.Y=R.Y ∧ R.V=V2)(P × R)) − Πₓ(σ(Q.Y=R.Y ∧ Q.T>2)(Q × R))",Databases,"Relational model: relational algebra, tuple calculus, SQL.",2019
jh751sm4vb728cv575vbhs8dzx7syhjj,General Aptitude,2019-ga-set-6-q.6,"The police arrested four criminals – P, Q, R and S. The criminals knew each other. They made the following statements:
P says “Q committed the crime.”
Q says “S committed the crime.”
R says “I did not do it.”
S says “What Q said about me is false.”
Assume only one of the arrested four committed the crime and only one of the statements made above is true. Who committed the crime?",General Aptitude,OTHER: Logical Reasoning,2019
jh70ayjamn0v0pch02pzktme2x7sykm5,General Aptitude,2019-cs-set-2-q.6,Which one of the following is NOT a valid identity?,General Aptitude,OTHER: Logical Reasoning,2019
jh77vsr5jzraxxdnsnq9mnfe6n7sysec,General Aptitude,2019-ga-set-6-q.7,"In the given diagram, teachers are represented in the triangle, researchers in the circle and administrators in the rectangle. Out of the total number of the people, the percentage of administrators shall be in the range of ______.",General Aptitude,OTHER: Data Interpretation,2019
jh74qsb6qhtd7jqsz1h7sfpx2x7szd7s,General Aptitude,2019-cs-set-2-q.7,"If L is a regular language over Σ = {a,b}, which one of the following languages is NOT regular ?",General Aptitude,OTHER: Data Interpretation,2019
jh71ebkbcc58aqwdzbrprrkfss7syn5f,General Aptitude,2019-ga-set-6-q.8,"""A recent High Court judgement has sought to dispel the idea of begging as a disease — which leads to its stigmatization and criminalization — and to regard it as a symptom. The underlying disease is the failure of the state to protect citizens who fall through the social security net.""
Which one of the following statements can be inferred from the given passage?",General Aptitude,OTHER: Reading Comprehension,2019
jh75hvvsjfqgvhx0699dcx19h57sy1q7,General Aptitude,2019-cs-set-2-q.8,"Consider Z = X – Y, where X, Y and Z are all in sign-magnitude form. X and Y are each represented in n bits. To avoid overflow, the representation of Z would require a minimum of:",General Aptitude,OTHER: Reading Comprehension,2019
jh76j21c7hexc2w2qv9v4e6jhd7sygdz,General Aptitude,2019-ga-set-6-q.9,"In a college, there are three student clubs. Sixty students are only in the Drama club, 80 students are only in the Dance club, 30 students are only in the Maths club, 40 students are in both Drama and Dance clubs, 12 students are in both Dance and Maths clubs, 7 students are in both Drama and Maths clubs, and 2 students are in all the clubs. If 75% of the students in the college are not in any of these clubs, then the total number of students in the college is ______.",General Aptitude,OTHER: Set Theory,2019
jh74wm289t5v42se5grg6n1qkd7sy04s,General Aptitude,2019-cs-set-2-q.9,"Let X be a square matrix. Consider the following two statements on X.
I. X is invertible.
II. Determinant of X is non-zero.
Which one of the following is TRUE?",General Aptitude,OTHER: Set Theory,2019
jh73426wbkgmrf9p3py2jm4kt57sz648,Discrete Mathematics,2018-cs-q.1,"“From where are they bringing their books? ________ bringing ________ books from ________.”

The words that best fill the blanks in the above sentence are",Engineering Mathematics,"Combinatorics: counting, recurrence relations, generating functions",2018
jh7arvvcqz17w0a60fjbmz4zcn7szfkr,Operating System,2018-cs-q.10,A six sided unbiased die with four green faces and two red faces is rolled seven times. Which of the following combinations is the most likely outcome of the experiment?,Operating System,Memory management and virtual memory,2018
jh71pktdtjsgy768mdts6pfv197sy2pb,Databases,2018-cs-q.11,"In an Entity-Relationship (ER) model, suppose R is a many-to-one relationship from entity set E1 to entity set E2. Assume that E1 and E2 participate totally in R and that the cardinality of E1 is greater than the cardinality of E2.
Which one of the following is true about R?",Databases,ER-model,2018
jh70y9axg5x2nqj38ef80xm9017sy1zt,Databases,2018-cs-q.12,"Consider the following two tables and four queries in SQL.
Book (isbn, bname), Stock (isbn, copies)
Query 1:
SELECT B.isbn, S.copies
FROM Book B INNER JOIN Stock S
ON B.isbn = S.isbn;
Query 2:
SELECT B.isbn, S.copies
FROM Book B LEFT OUTER JOIN Stock S
ON B.isbn = S.isbn;
Query 3:
SELECT B.isbn, S.copies
FROM Book B RIGHT OUTER JOIN Stock S
ON B.isbn = S.isbn;
Query 4:
SELECT B.isbn, S.copies
FROM Book B FULL OUTER JOIN Stock S
ON B.isbn = S.isbn;
Which one of the queries above is certain to have an output that is a superset of the outputs of the other three queries?",Databases,"Relational model: relational algebra, tuple calculus, SQL",2018
jh743v97f4tt0t3a641je6jtp97szhnt,Computer Networks,2018-cs-q.13,"Match the following:
Field	Length in bits
P. UDP Header's Port Number	I. 48
Q. Ethernet MAC Address	II. 8
R. IPv6 Next Header	III. 32
S. TCP Header's Sequence Number	IV. 16",Computer Networks,"Transport layer: flow control and congestion control, UDP, TCP, sockets",2018
jh76dthc520yef9evbb1fk25b17syxwy,Computer Networks,2018-cs-q.14,"Consider the following statements regarding the slow start phase of the TCP congestion control algorithm. Note that cwnd stands for the TCP congestion window and MSS denotes the Maximum Segment Size.
(i) The cwnd increases by 2 MSS on every successful acknowledgment.
(ii) The cwnd approximately doubles on every successful acknowledgement.
(iii) The cwnd increases by 1 MSS every round trip time.
(iv) The cwnd approximately doubles every round trip time.
Which one of the following is correct?",Computer Networks,"Transport layer: flow control and congestion control, UDP, TCP, sockets",2018
jh74v8k5x1jb87xzq0bqk0pzr57syv28,Engineering Mathematics,2018-cs-q.15,"Two people, P and Q, decide to independently roll two identical dice, each with 6 faces, numbered 1 to 6. The person with the lower number wins. In case of a tie, they roll the dice repeatedly until there is no tie. Define a trial as a throw of the dice by P and Q. Assume that all 6 numbers on each dice are equi-probable and that all trials are independent. The probability (rounded to 3 decimal places) that one of them wins on the third trial is ______.",Engineering Mathematics,Conditional probability and Bayes theorem,2018
jh77tnfdg4we8w8ps1n4gx7a5d7szdg0,Engineering Mathematics,2018-cs-q.16,The value of ∫(from 0 to π/4) x cos(x²)dx correct to three decimal places (assuming that π = 3.14) is ______.,Engineering Mathematics,Integration,2018
jh77z3r2hemds5kyfasgwyvkcd7sz3tj,Engineering Mathematics,2018-cs-q.17,"Consider a matrix A = uvᵀ where u = (1, 2)ᵀ and v = (1, 1)ᵀ. Note that vᵀ denotes the transpose of v. The largest eigenvalue of A is ______.",Engineering Mathematics,"Matrices, determinants, system of linear equations, eigenvalues and eigenvectors, LU decomposition",2018
jh7d5v563wr88ex580wtm3rgbd7sz14w,Discrete Mathematics,2018-cs-q.18,The chromatic number of the following graph is ______.,Engineering Mathematics,"Graphs: connectivity, matching, colouring",2018
jh724f50jva73r2wz4ardwdg157sy8xb,Discrete Mathematics,2018-cs-q.19,Let G be a finite group on 84 elements. The size of a largest possible proper subgroup of G is ______.,Engineering Mathematics,"Monoids, Groups",2018
jh74yf7x4aevmhb4kdbvndk3hh7szjxt,Programming and Data Structures,2018-cs-q.2,"“A ________ investigation can sometimes yield new facts, but typically organized ones are more successful.”

The word that best fills the blank in the above sentence is",Programming and Data Structures,Programming in C,2018
jh76sqm6d2n6n4jmwjvgwt0wz97sya9t,Programming and Data Structures,2018-cs-q.20,"The postorder traversal of a binary tree is 8,9,6,7,4,5,2,3,1. The inorder traversal of the same tree is 8,6,9,4,7,2,5,1,3. The height of a tree is the length of the longest path from the root to any leaf. The height of the binary tree above is ______.",Programming and Data Structures,"Arrays, stacks, queues, linked lists, trees, binary search trees, binary heaps, graphs",2018
jh7ecjs77tdpxjb7xj78dekn1d7szpam,Programming and Data Structures,2018-cs-q.21,"Consider the following C program:
#include <stdio.h>
int counter = 0;
int calc (int a, int b) {
    int c;
    counter++;
    if (b==3) return (a*a*a);
    else {
        c = calc(a, b/3);
        return (c*c*c);
    }
}
int main (){
    calc(4, 81);
    printf (""%d"", counter);
}
The output of this program is ______.",Programming and Data Structures,Recursion,2018
jh7dtzhk7a3dwgz7z2y8vqqfhs7szghy,Digital Logic,2018-cs-q.22,"Consider the sequential circuit shown in the figure, where both flip-flops used are positive edge-triggered D flip-flops.

The number of states in the state transition diagram of this circuit that have a transition back to the same state on some value of ""in"" is ______.",Digital Logic,Combinational and sequential circuits,2018
jh7e7ndfhgfxe8y4fx1z8jnxch7szg9p,Computer Organization and Architecture,2018-cs-q.23,A 32-bit wide main memory unit with a capacity of 1 GB is built using 256M × 4-bit DRAM chips. The number of rows of memory cells in the DRAM chip is 2¹⁴. The time taken to perform one refresh operation is 50 nanoseconds. The refresh period is 2 milliseconds. The percentage (rounded to the closest integer) of the time available for performing the memory read/write operations in the main memory unit is ______.,Computer Organization and Architecture,"Memory hierarchy: cache, main memory and secondary storage",2018
jh79zc3trdjg9xfmqn37jw61n97sy1ce,Operating System,2018-cs-q.24,Consider a system with 3 processes that share 4 instances of the same resource type. Each process can request a maximum of K instances. Resource instances can be requested and released only one at a time. The largest value of K that will always avoid deadlock is ______.,Operating System,Deadlock,2018
jh70k9nempg0f6qky7ck8ek3wx7sz23g,Computer Networks,2018-cs-q.25,"Consider a long-lived TCP session with an end-to-end bandwidth of 1 Gbps (= 10⁹ bits-per-second). The session starts with a sequence number of 1234. The minimum time (in seconds, rounded to the closest integer) before this sequence number can be used again is ______.",Computer Networks,"Transport layer: flow control and congestion control, UDP, TCP, sockets",2018
jh7bdw5y9dyend1x1e2dqz6zz97sy5fd,Engineering Mathematics,2018-cs-q.26,"Consider a matrix P whose only eigenvectors are the multiples of [1 4]ᵀ.
Consider the following statements.
(I) P does not have an inverse
(II) P has a repeated eigenvalue
(III) P cannot be diagonalized
Which one of the following options is correct?",Engineering Mathematics,"Matrices, determinants, system of linear equations, eigenvalues and eigenvectors, LU decomposition",2018
jh7a699xwfchfcef73wvbmkgk97sztpt,Discrete Mathematics,2018-cs-q.27,"Let N be the set of natural numbers. Consider the following sets.
P: Set of Rational numbers (positive and negative)
Q: Set of functions from {0, 1} to N
R: Set of functions from N to {0, 1}
S: Set of finite subsets of N.
Which of the sets above are countable?",Engineering Mathematics,"Sets, relations, functions, partial orders and lattices",2018
jh73kjk11rnqtp110xjwj21dzd7szj5q,Discrete Mathematics,2018-cs-q.28,"Consider the first-order logic sentence
φ ≡ ∃s∃t∃u∀v∀w∀x∀y ψ(s, t, u, v, w, x, y)
where ψ(s, t, u, v, w, x, y) is a quantifier-free first-order logic formula using only predicate symbols, and possibly equality, but no function symbols. Suppose φ has a model with a universe containing 7 elements.
Which one of the following statements is necessarily true?",Engineering Mathematics,Propositional and first order logic,2018
jh76yq6p6xqy8a8er6st7bwx1n7sz8m3,Programming and Data Structures,2018-cs-q.29,"Consider the following C program:
#include<stdio.h>
void fun1(char *s1, char *s2){
    char *tmp;
    tmp = s1;
    s1 = s2;
    s2 = tmp;
}
void fun2(char **s1, char **s2){
    char *tmp;
    tmp = *s1;
    *s1 = *s2;
    *s2 = tmp;
}
int main(){
    char *str1 = ""Hi"", *str2 = ""Bye"";
    fun1(str1, str2);
    printf(""%s %s "", str1, str2);
    fun2(&str1, &str2);
    printf(""%s %s"", str1, str2);
    return 0;
}
The output of the program above is",Programming and Data Structures,Programming in C,2018
jh73xcqr12md8gzfsjphxj8s997syc8r,Programming and Data Structures,2018-cs-q.3,The area of a square is d. What is the area of the circle which has the diagonal of the square as its diameter?,Programming and Data Structures,"Arrays, stacks, queues, linked lists, trees, binary search trees, binary heaps, graphs",2018
jh73rftr86z170xdyjg33vfyz97sz3zt,Algorithms,2018-cs-q.30,"Let G be a simple undirected graph. Let T_D be a depth first search tree of G. Let T_B be a breadth first search tree of G. Consider the following statements.
(I) No edge of G is a cross edge with respect to T_D. (A cross edge in G is between two nodes neither of which is an ancestor of the other in T_D.)
(II) For every edge (u,v) of G, if u is at depth i and v is at depth j in T_B, then |i – j| = 1.
Which of the statements above must necessarily be true?",Algorithms,"Graph traversals, minimum spanning trees, shortest paths",2018
jh7bhr57q6z0r5hfbffxym40a97sy4mt,Algorithms,2018-cs-q.31,"Assume that multiplying a matrix G₁ of dimension p × q with another matrix G₂ of dimension q × r requires pqr scalar multiplications. Computing the product of n matrices G₁G₂G₃...Gₙ can be done by parenthesizing in different ways. Define GᵢGᵢ₊₁ as an explicitly computed pair for a given paranthesization if they are directly multiplied. For example, in the matrix multiplication chain G₁G₂G₃G₄G₅G₆ using parenthesization (G₁(G₂G₃))(G₄(G₅G₆)), G₂G₃ and G₅G₆ are the only explicitly computed pairs.
Consider a matrix multiplication chain F₁F₂F₃F₄F₅, where matrices F₁, F₂, F₃, F₄ and F₅ are of dimensions 2×25, 25×3, 3×16, 16×1 and 1×1000, respectively. In the parenthesization of F₁F₂F₃F₄F₅ that minimizes the total number of scalar multiplications, the explicitly computed pairs is/are",Algorithms,"Algorithm design techniques: greedy, dynamic programming and divide-and-conquer",2018
jh723zptf0efxyzpy303a56bp57szg8r,Algorithms,2018-cs-q.32,"Consider the following C code. Assume that unsigned long int type length is 64 bits.
unsigned long int fun(unsigned long int n){
    unsigned long int i, j = 0, sum = 0;
    for (i = n; i > 1; i = i/2) j++;
    for ( ; j > 1; j = j/2) sum++;
    return(sum);
}
The value returned when we call fun with the input 2⁴⁰ is",Algorithms,Asymptotic worst case time and space complexity,2018
jh74qb8cjv0rwb6yq8899a2g2s7sybrt,Computer Organization and Architecture,2018-cs-q.33,"Consider the unsigned 8-bit fixed point binary number representation below,
b₇ b₆ b₅ b₄ b₃. b₂ b₁ b₀
where the position of the binary point is between b₃ and b₂. Assume b₇ is the most significant bit. Some of the decimal numbers listed below cannot be represented exactly in the above representation:
(i) 31.500 (ii) 0.875 (iii) 12.100 (iv) 3.001
Which one of the following statements is true?",Digital Logic,Number representations and computer arithmetic (fixed and floating point),2018
jh762cg0z8rqazmdm0kh0jmpnh7sywfp,Computer Organization and Architecture,2018-cs-q.34,"The size of the physical address space of a processor is 2ᴾ bytes. The word length is 2ᵂ bytes. The capacity of cache memory is 2ᴺ bytes. The size of each cache block is 2ᴹ words. For a K-way set-associative cache memory, the length (in number of bits) of the tag field is",Computer Organization and Architecture,"Memory hierarchy: cache, main memory and secondary storage",2018
jh79bqshxbrqzk9f1724mdrcnd7szm6j,Theory of Computation,2018-cs-q.35,"Consider the following languages:
I. {aᵐbⁿcᵖd۹ | m + p = n + q, where m, n, p, q ≥ 0}
II. {aᵐbⁿcᵖd۹ | m = n and p = q, where m, n, p, q ≥ 0}
III. {aᵐbⁿcᵖd۹ | m = n = p and p ≠ q, where m, n, p, q ≥ 0}
IV. {aᵐbⁿcᵖd۹ | mn = p + q, where m, n, p, q ≥ 0}
Which of the languages above are context-free?",Theory of Computation,Context-free grammars and push-down automata,2018
